UserID,Age,Gender,Location,Item Name,Brand,Price,Rating,Number of Reviews,Purchase History,Search History,Wishlist,Cart Items,Click History,Transaction No.,Transaction Date
User18,32,Male,Greece,Smartphone,"Ford, Miller and Mejia",311.19,4.2,111,True,True,True,True,True,93,2023-10-15 00:00:00
User18,31,Male,Belgium,Bag,"Brown, Durham and Lindsey",113.27,4.8,385,False,True,False,False,True,94,2023-01-21 00:00:00
User3,61,Male,Argentina,Perfume,"Taylor, Orozco and Hall",326.01,2.8,225,True,True,True,False,True,95,2023-05-06 00:00:00
User17,51,Male,Singapore,Watch,Campbell-Howard,91.82,2.6,447,False,True,True,True,True,96,2023-08-01 00:00:00
User8,23,Female,Singapore,Sunglasses,Reynolds-Garcia,300.6,3.6,44,False,False,True,True,True,97,2023-09-22 00:00:00
User15,58,Female,Italy,Bag,Dunn-Taylor,438.38,1.8,375,False,True,False,True,True,98,2022-05-22 00:00:00
User14,61,Male,Switzerland,Bag,Bradford-Jarvis,186.37,3.3,135,True,True,False,False,True,99,2022-06-14 00:00:00
User18,51,Male,Singapore,Shoes,"Garcia, Acosta and Mccormick",399.93,3.0,431,False,True,True,True,True,100,2023-12-16 00:00:00
User13,46,Male,Russia,Shoes,Williamson-Mccarthy,445.62,1.7,988,True,False,False,False,True,101,2022-03-10 00:00:00
User10,27,Male,Singapore,Shoes,"Chen, Sandoval and Johnson",113.56,1.9,639,True,True,False,True,True,102,2023-01-23 00:00:00
User20,33,Male,Brazil,Shoes,Massey-Kennedy,104.44,1.8,551,False,True,True,True,True,103,2023-11-01 00:00:00
User17,26,Female,Russia,Watch,Schneider PLC,412.85,2.7,43,True,False,False,False,False,104,2022-07-06 00:00:00
User13,38,Male,New Zealand,Watch,"Johnson, Grimes and Robles",293.49,2.3,291,False,True,True,True,False,105,2023-04-10 00:00:00
User11,54,Female,France,Sunglasses,Mcclain Group,156.01,2.0,653,True,True,True,True,True,106,2022-02-10 00:00:00
User1,20,Male,Belgium,Headphones,Huynh-Owen,65.85,4.7,527,False,True,True,True,True,107,2022-04-27 00:00:00
User20,59,Male,UK,Perfume,Johnson-Miller,76.12,1.7,519,True,True,True,True,True,108,2023-06-19 00:00:00
User18,23,Female,Canada,Shoes,"Maddox, Garcia and Robinson",314.62,2.6,853,False,True,True,True,False,109,2022-04-24 00:00:00
User8,32,Male,Russia,Sunglasses,Colon-Brown,463.71,1.0,620,True,False,True,False,True,110,2023-08-02 00:00:00
User2,30,Male,Australia,Smartphone,"Blair, Frey and Thompson",469.78,1.0,558,True,False,True,False,True,111,2023-06-04 00:00:00
User11,49,Male,Argentina,Shoes,Ramos PLC,71.03,4.0,689,True,True,False,False,True,112,2023-09-02 00:00:00
User19,19,Male,India,Smartphone,Fields-Garcia,475.71,3.5,154,False,True,True,False,True,113,2022-01-03 00:00:00
User10,53,Female,Switzerland,Shoes,"Mckee, Graham and Richardson",371.02,1.0,435,False,True,False,True,True,114,2022-09-22 00:00:00
User15,61,Female,Greece,Sunglasses,"Blackwell, Harrington and Hill",285.71,3.2,790,False,False,False,True,True,115,2022-03-08 00:00:00
User8,61,Female,UAE,Laptop,"Perez, Villegas and Brown",443.28,3.0,581,True,True,False,True,False,116,2023-01-20 00:00:00
User3,63,Male,UK,Jeans,"Mayer, Anderson and Jenkins",183.05,4.7,165,True,True,False,False,False,117,2023-12-17 00:00:00
User7,42,Female,Russia,Smartphone,Gardner-Nichols,77.56,2.6,335,False,False,True,False,True,118,2022-04-05 00:00:00
User14,35,Female,Australia,Headphones,Reynolds-Brown,195.15,3.0,195,True,True,True,False,False,119,2023-05-19 00:00:00
User2,52,Male,USA,Bag,Gomez-Davis,26.8,4.5,457,True,False,True,True,False,120,2022-08-29 00:00:00
User17,43,Male,Argentina,Bag,Jones-Pitts,447.8,1.1,245,True,False,False,True,True,121,2023-11-09 00:00:00
User8,27,Male,Canada,Smartphone,Garcia Group,490.5,1.9,937,False,False,False,True,False,122,2022-10-14 00:00:00
User16,58,Male,Japan,Bag,Lee-Walsh,166.31,2.2,186,True,False,True,True,True,123,2023-03-27 00:00:00
User7,39,Female,Greece,Smartphone,Garcia Inc,315.56,2.1,621,False,True,False,True,False,124,2022-03-13 00:00:00
User12,26,Female,Italy,Sunglasses,Morgan PLC,357.59,2.8,685,False,False,False,False,True,125,2023-09-04 00:00:00
User11,28,Male,New Zealand,Jeans,"Ayers, Smith and Gordon",442.45,1.7,314,False,False,False,True,False,126,2022-05-04 00:00:00
User20,20,Male,Greece,Headphones,Porter-Herrera,68.19,3.2,581,False,False,False,False,False,127,2022-11-22 00:00:00
User9,59,Female,Spain,Bag,Ross Group,43.4,3.2,962,False,False,False,True,True,128,2023-10-13 00:00:00
User18,26,Male,Greece,Watch,Carroll Group,10.33,1.5,311,False,False,False,False,True,129,2023-10-23 00:00:00
User2,55,Male,Belgium,Perfume,Anderson-Woods,489.67,2.4,123,False,True,False,False,False,130,2022-09-16 00:00:00
User12,22,Male,Singapore,Headphones,"Poole, Rogers and Williams",454.52,3.3,753,True,True,True,True,True,131,2023-07-02 00:00:00
User3,64,Female,Belgium,Watch,"Hicks, Martinez and Russell",461.04,2.3,235,True,False,True,False,False,132,2023-08-22 00:00:00
User8,30,Male,Brazil,Sunglasses,Jones Group,230.34,2.4,131,False,True,False,False,True,133,2022-01-20 00:00:00
User13,29,Male,UAE,Watch,Yang-Gregory,73.91,2.8,809,False,True,False,True,False,134,2022-12-03 00:00:00
User4,20,Female,New Zealand,Perfume,Tate-Richards,222.49,3.6,361,True,True,False,True,False,135,2023-02-17 00:00:00
User2,61,Female,Spain,Bag,Clark-Ford,221.95,3.7,813,True,True,True,False,False,136,2022-07-31 00:00:00
User17,28,Female,Argentina,Laptop,Smith Group,461.69,4.2,133,True,True,False,True,False,137,2022-05-27 00:00:00
User20,19,Female,Brazil,Headphones,Castro LLC,382.84,1.6,880,False,True,False,True,False,138,2022-08-18 00:00:00
User5,32,Female,Australia,Perfume,"Williams, Bradley and Rodriguez",257.66,3.0,106,True,False,True,False,False,139,2022-02-18 00:00:00
User1,19,Male,Brazil,Headphones,"Smith, Bolton and Zhang",425.57,2.4,831,False,True,True,False,True,140,2022-08-10 00:00:00
User7,30,Male,India,T-Shirt,Rodriguez PLC,48.45,1.5,62,False,False,True,False,True,141,2023-09-12 00:00:00
User11,50,Male,India,Headphones,"Stone, Lee and Vazquez",143.86,4.1,423,False,True,False,True,True,142,2023-06-23 00:00:00
User4,55,Female,Singapore,Bag,"Strickland, Rosario and Adams",331.25,4.9,94,False,False,False,True,True,143,2023-03-17 00:00:00
User20,28,Female,Australia,Sunglasses,Keith Group,293.15,4.4,371,False,True,True,False,False,144,2022-07-25 00:00:00
User6,61,Female,India,Jeans,Jordan-Perez,390.98,4.6,147,True,True,True,False,True,145,2022-03-16 00:00:00
User16,40,Female,Spain,Smartphone,"Ortiz, Park and Petersen",10.95,3.9,215,True,False,False,True,False,146,2023-12-25 00:00:00
User10,62,Female,UK,Laptop,"Oconnor, Castillo and Smith",204.62,1.9,553,True,False,True,False,False,147,2022-05-25 00:00:00
User20,18,Female,Japan,Smartphone,Hansen PLC,221.48,1.9,266,True,False,True,True,True,148,2022-01-27 00:00:00
User9,34,Male,UK,Laptop,Flores LLC,206.35,1.6,942,False,True,False,True,True,149,2023-01-16 00:00:00
User18,46,Female,Italy,Bag,Sloan and Sons,291.52,4.8,49,False,True,False,True,False,150,2022-06-15 00:00:00
User18,26,Female,UAE,Perfume,"Williams, Duncan and Shepherd",36.3,3.4,566,False,False,False,False,True,151,2023-01-14 00:00:00
User5,34,Female,India,T-Shirt,Smith Inc,317.58,4.9,400,False,True,True,False,False,152,2022-06-22 00:00:00
User18,36,Female,Japan,Smartphone,"Baker, Hendricks and Garcia",221.16,4.1,571,True,False,False,True,True,153,2022-07-12 00:00:00
User6,40,Female,Spain,Laptop,Brown Group,83.69,4.0,713,True,True,False,False,True,154,2022-07-10 00:00:00
User11,58,Male,Singapore,Smartphone,"Barnes, Ford and Gonzales",111.79,3.6,23,False,False,True,True,True,155,2022-10-25 00:00:00
User6,56,Male,New Zealand,Headphones,Moore-Solis,142.72,4.3,599,True,True,True,True,False,156,2022-10-21 00:00:00
User2,59,Female,USA,Sunglasses,"Benson, Cowan and Adams",295.21,2.6,91,True,False,False,False,False,157,2022-12-06 00:00:00
User10,29,Male,India,Laptop,"Hahn, Frey and Holmes",432.95,2.1,516,True,False,False,False,False,158,2023-10-05 00:00:00
User13,51,Male,Switzerland,Bag,Graham-Morse,455.95,2.1,79,False,True,True,True,False,159,2023-03-31 00:00:00
User20,65,Female,USA,Sunglasses,Snyder-Norris,121.31,2.5,363,True,False,False,False,True,160,2022-09-06 00:00:00
User2,49,Female,Russia,Watch,"Lyons, Willis and Kerr",358.31,1.6,955,False,False,True,False,True,161,2022-10-29 00:00:00
User13,55,Male,Japan,Headphones,Hicks LLC,225.68,2.5,112,False,False,True,True,True,162,2023-04-10 00:00:00
User5,36,Male,Canada,Sunglasses,Curtis-Pittman,84.27,4.4,993,False,False,True,False,True,163,2022-04-07 00:00:00
User10,18,Female,India,Headphones,"Hernandez, Walton and Richmond",10.16,4.6,136,False,True,True,False,False,164,2023-08-24 00:00:00
User19,55,Female,Switzerland,Bag,Ryan-Hubbard,336.23,4.8,897,False,True,False,True,False,165,2023-11-24 00:00:00
User11,42,Male,Brazil,Perfume,Gross-Hahn,153.4,4.1,887,False,False,True,True,True,166,2022-06-04 00:00:00
User11,21,Male,UAE,T-Shirt,Mccoy-Holmes,210.6,2.1,60,True,True,True,True,False,167,2022-11-09 00:00:00
User3,31,Female,USA,Sunglasses,Beard Ltd,137.04,2.3,983,True,False,True,False,True,168,2022-08-03 00:00:00
User9,22,Female,Switzerland,T-Shirt,"Good, Ingram and Robinson",402.91,4.9,57,True,False,True,True,False,169,2023-02-01 00:00:00
User19,49,Male,New Zealand,T-Shirt,Jenkins LLC,43.84,3.2,682,True,True,False,False,True,170,2022-05-02 00:00:00
User5,64,Female,Canada,T-Shirt,Osborn and Sons,155.23,1.9,465,True,True,True,False,True,171,2022-04-18 00:00:00
User3,49,Female,USA,Shoes,"Johnson, Fletcher and Hamilton",276.84,2.5,319,True,True,False,False,False,172,2023-03-14 00:00:00
User5,18,Female,Japan,Smartphone,Parrish-Sanchez,479.5,3.3,17,True,True,False,True,False,173,2023-01-19 00:00:00
User4,26,Male,New Zealand,Headphones,"Caldwell, Mcclure and Richmond",74.7,2.8,143,True,True,True,False,True,174,2022-05-08 00:00:00
User15,27,Female,Japan,T-Shirt,Fernandez-Clay,454.41,3.7,731,False,False,False,False,False,175,2023-06-16 00:00:00
User11,20,Female,Argentina,Smartphone,"Shaffer, Hunter and King",17.59,1.8,927,True,True,False,True,True,176,2022-02-06 00:00:00
User1,25,Female,UK,Perfume,"Campbell, Anderson and Byrd",495.29,3.2,445,True,True,False,True,True,177,2023-09-02 00:00:00
User15,23,Female,Canada,Smartphone,Morrison-Contreras,67.22,2.1,770,False,False,False,False,True,178,2022-06-20 00:00:00
User10,57,Male,UAE,Sunglasses,Harper Inc,173.16,2.5,303,False,True,True,True,True,179,2023-03-14 00:00:00
User6,43,Female,USA,Shoes,Collins Inc,232.73,4.7,320,True,True,False,True,True,180,2022-01-19 00:00:00
User5,53,Female,Italy,Jeans,"Contreras, Berg and Martin",225.02,1.4,711,True,False,False,True,False,181,2022-12-27 00:00:00
User3,35,Male,Australia,Smartphone,"Reed, Stephenson and Hall",39.27,3.2,545,False,True,True,True,True,182,2023-07-08 00:00:00
User1,39,Female,Canada,Shoes,Martin PLC,483.54,2.6,833,True,True,False,True,True,183,2022-10-30 00:00:00
User19,47,Male,Spain,T-Shirt,"Patel, Walker and Wolf",482.14,1.1,208,True,True,True,True,False,184,2023-09-22 00:00:00
User19,18,Male,UAE,Bag,Reese Inc,424.94,3.4,493,False,False,True,True,False,185,2022-12-08 00:00:00
User10,48,Male,Australia,Headphones,Hernandez Ltd,245.3,4.7,642,True,True,False,True,True,186,2023-07-21 00:00:00
User9,53,Male,Argentina,Headphones,"Mccormick, Porter and Nichols",86.32,2.0,117,True,True,True,False,True,187,2022-06-25 00:00:00
User15,55,Male,India,Bag,"Mason, Smith and Morales",393.92,3.9,336,True,False,True,False,True,188,2022-05-13 00:00:00
User14,28,Female,Italy,Shoes,Green-Hall,325.71,4.7,891,True,True,False,True,False,189,2022-04-04 00:00:00
User11,25,Male,Japan,Smartphone,Gutierrez-Diaz,79.94,1.0,768,True,False,True,False,True,190,2023-01-26 00:00:00
User10,25,Female,Switzerland,Smartphone,"Simon, Huber and Smith",457.63,4.5,988,True,False,True,True,True,191,2022-02-07 00:00:00
User10,27,Female,Russia,T-Shirt,Smith LLC,19.89,4.1,60,False,False,True,True,False,192,2022-06-01 00:00:00
User6,48,Male,New Zealand,Shoes,"Hull, Lam and Robinson",396.36,3.2,538,True,False,False,True,False,193,2023-11-04 00:00:00
User13,41,Male,India,T-Shirt,Young-Mays,42.92,3.4,767,True,False,False,True,False,194,2023-06-16 00:00:00
User10,21,Male,Canada,Sunglasses,"Brennan, Drake and Lewis",444.61,4.7,471,False,False,False,True,False,195,2023-06-07 00:00:00
User7,65,Female,Belgium,Shoes,"Torres, Ball and Hudson",470.53,3.6,395,True,True,True,False,True,196,2023-03-09 00:00:00
User11,23,Male,USA,Sunglasses,Martin Group,34.44,2.9,117,True,True,False,True,True,197,2022-08-27 00:00:00
User14,49,Female,India,T-Shirt,"Juarez, Brown and Stein",268.03,3.7,510,True,True,True,True,True,198,2023-12-17 00:00:00
User1,63,Male,USA,Shoes,Young LLC,486.71,4.7,77,False,True,False,False,True,199,2022-10-29 00:00:00
User1,19,Male,Canada,Watch,Marks Group,277.92,3.0,894,True,False,True,False,False,200,2022-05-05 00:00:00
User4,35,Female,New Zealand,Smartphone,Foley Group,350.18,3.7,805,False,False,True,False,False,201,2023-11-14 00:00:00
User5,19,Male,Italy,Perfume,Fernandez PLC,309.34,4.4,349,True,True,False,True,False,202,2022-12-17 00:00:00
User13,47,Male,Argentina,T-Shirt,Walker-Allen,64.34,2.8,930,False,False,False,True,True,203,2023-11-05 00:00:00
User3,46,Female,India,Jeans,"Little, Russell and Mccarty",145.9,1.9,664,True,False,False,True,False,204,2023-03-28 00:00:00
User16,23,Male,Australia,Laptop,Mclaughlin-Terrell,290.21,2.7,913,False,True,True,False,False,205,2022-06-25 00:00:00
User7,28,Male,New Zealand,Watch,Fry-Leonard,171.73,5.0,581,True,False,True,True,True,206,2022-09-24 00:00:00
User12,49,Female,India,Jeans,Stephens-Jones,106.57,3.1,185,False,False,True,False,True,207,2023-10-18 00:00:00
User15,47,Male,Russia,Bag,Garcia-Barry,70.56,3.2,111,True,False,False,False,True,208,2023-03-19 00:00:00
User13,24,Female,Spain,Bag,White-Flores,488.21,4.5,212,True,False,False,True,True,209,2023-05-30 00:00:00
User17,18,Male,New Zealand,Smartphone,"Atkins, Anderson and Sutton",292.06,5.0,682,False,True,False,True,False,210,2022-02-26 00:00:00
User16,54,Male,UAE,Laptop,Smith Inc,183.66,1.8,424,False,False,True,True,False,211,2022-10-21 00:00:00
User12,32,Male,Singapore,Laptop,"Walker, Beck and Lloyd",484.29,2.0,65,False,False,False,False,True,212,2023-07-14 00:00:00
User11,39,Male,Spain,Sunglasses,"Lewis, Harrison and Young",486.19,1.6,163,True,False,True,True,True,213,2022-10-12 00:00:00
User8,55,Male,Australia,Shoes,"Mcmillan, Clark and Garcia",457.26,2.0,592,False,False,False,False,False,214,2023-12-23 00:00:00
User8,65,Female,USA,Bag,Ramos LLC,119.9,3.7,548,True,True,False,False,False,215,2022-04-09 00:00:00
User1,43,Female,USA,Bag,Morales-Herrera,119.77,2.2,768,False,True,True,False,True,216,2023-01-04 00:00:00
User5,43,Male,Switzerland,Laptop,Huber-Sanders,149.46,3.8,902,False,False,False,True,False,217,2023-03-22 00:00:00
